,id,name,host_id,neighbourhood_group_cleansed,zipcode,latitude,longitude,room_type,bedrooms,square_feet,price,number_of_reviews,review_scores_rating,accommodates,bathrooms,beds,host_total_listings_count
4333,2072432,Semi Private Room with Queen Size Bed in UES,10595751,Manhattan,10029,40.789555465716035,-73.94400137148908,Shared room,1.0,,40.0,2,80.0,2,1.0,1.0,1.0
4338,1556417,Modern room in the Heart of Times Square,3404778,Manhattan,10036,40.759048585816714,-73.99174964874051,Private room,1.0,,125.0,24,96.0,2,1.0,1.0,3.0
4339,15842436,Large Room sleeps 4 in Times Square,3404778,Manhattan,10036,40.75866456346984,-73.9913404018844,Private room,1.0,,175.0,0,,4,1.0,2.0,3.0
4342,7584885,Charming large room ...,23129690,Manhattan,10025,40.80088932279626,-73.96751657160347,Shared room,1.0,,85.0,0,,1,1.0,1.0,1.0
4343,4963442,Columbus Circle Apartment with Central Park View,3790889,Manhattan,10023,40.768426911071344,-73.98212277516734,Entire home/apt,2.0,,1500.0,4,90.0,6,2.5,3.0,2.0
4344,11910257,Cozy Nest 15 Minutes From Midtown,50661711,Manhattan,10032,40.83287615435356,-73.9430593784257,Private room,1.0,,70.0,0,,2,1.0,1.0,1.0
4345,10832401,Rent Private Loft - Strawberry Fields/Central Park,56093358,Manhattan,10023,40.77889644109561,-73.97703915898245,Entire home/apt,1.0,,175.0,6,80.0,4,1.0,2.0,1.0
4346,13614173,Spacious LES Duplex with Double Terrace! Sleeps 8,78815092,Manhattan,10002,40.72201624621316,-73.98879490124992,Entire home/apt,3.0,,498.0,16,98.0,8,2.0,4.0,1.0
4349,10045963,Modern 1 bedroom GREAT location,49460486,Manhattan,10018,40.75015872126999,-73.98678960769328,Entire home/apt,1.0,,199.0,35,91.0,6,1.0,3.0,1.0
4350,3914832,Spacious UES Studio on 84th & 3rd,20277209,Manhattan,10028,40.776722541428825,-73.9550233153159,Entire home/apt,0.0,,155.0,2,90.0,2,1.0,1.0,1.0
4351,488249,Charming Manhattan Apartment!,2415620,Manhattan,10032,40.838293844772096,-73.94167287947324,Entire home/apt,2.0,,199.0,9,98.0,4,1.0,2.0,1.0
4355,10206269,LOCATION! LOCATION! LOCATION!,27494721,Manhattan,10005,40.70622843482697,-74.00929456911744,Entire home/apt,1.0,,250.0,2,100.0,4,1.0,3.0,1.0
4356,12827701,Luxury 5 bedroom home steps  from Central Park,15238179,Manhattan,10024,40.786990028816746,-73.97394374967456,Entire home/apt,5.0,,1400.0,3,93.0,10,3.0,6.0,1.0
4358,6011933,Charming room in PRIME NYC location,1590498,Manhattan,10002,40.714955569170314,-73.99114292010347,Private room,1.0,,80.0,38,95.0,2,1.0,1.0,1.0
4361,5094385,Manhattan Big Room Upper West Apt.,26318463,Manhattan,10025,40.79243291775962,-73.9686817340368,Private room,1.0,,165.0,56,97.0,3,1.0,2.0,1.0
4364,15449093,Luxury 3 bedroom apt in times sq 6p,99094860,Manhattan,10019,40.76404661913662,-73.99009465648042,Entire home/apt,3.0,,405.0,6,83.0,6,1.0,3.0,1.0
4365,10992628,Duplex Loft 2Br/2Ba in Times sq - private terrace,56248061,Manhattan,10036,40.76499109550056,-73.98683004642945,Entire home/apt,2.0,,480.0,32,93.0,5,2.0,4.0,1.0
4366,10075145,Beautiful loft apt in FIDI,51695504,Manhattan,10006,40.70887401770539,-74.01337296635508,Entire home/apt,3.0,,225.0,1,100.0,6,1.0,4.0,1.0
4367,14520179,Lovely Apartment in East Village,89719309,Manhattan,10009,40.72987120373054,-73.97526678972544,Private room,1.0,,95.0,7,100.0,2,1.0,1.0,1.0
4368,1948591,Beautiful West Village 1BD!!,1267694,Manhattan,10011,40.740345604168475,-74.00590887949474,Entire home/apt,1.0,,235.0,83,95.0,3,1.0,2.0,1.0
4370,12342667,Cozy 1BR apt in UWS - best location,66637137,Manhattan,10023,40.77680458359117,-73.9797027144273,Entire home/apt,1.0,,170.0,0,,3,1.0,1.0,1.0
4371,1243308,Bdr w balcony St.Marks East Village,6759544,Manhattan,10003,40.72686857339061,-73.98660415618447,Private room,1.0,,129.0,17,96.0,2,1.0,1.0,1.0
4372,12601853,Convenient 1bdr W. Village Bleecker,68387284,Manhattan,10012,40.729880973068965,-74.00131914490308,Entire home/apt,1.0,,120.0,5,100.0,2,1.0,1.0,1.0
4375,9944018,Central Spacious Triplex Apartment,4290084,Manhattan,10010,40.73687323774064,-73.98485713676403,Entire home/apt,2.0,,240.0,13,95.0,3,1.0,2.0,2.0
4376,9944017,Multi Level Dream Gramercy 1 Bedroom,4290084,Manhattan,,40.7387526326124,-73.98683215547712,Entire home/apt,1.0,,225.0,7,93.0,3,1.0,2.0,2.0
4377,12958663,"Luxury, breathtaking views near ALL subway lines",71241926,Manhattan,10006,40.709514872560355,-74.01476163425455,Private room,1.0,,125.0,16,96.0,2,1.0,1.0,1.0
4379,9944013,Large bedroom in chinatown,50615055,Manhattan,10002,40.71520963320247,-73.99605583622305,Private room,1.0,,91.0,1,40.0,2,1.0,1.0,1.0
4381,9288652,One Bedroom Available in Soho,48231064,Manhattan,10012,40.72650107646977,-74.00225537809007,Private room,1.0,,125.0,0,,1,1.0,1.0,1.0
4382,5749651,Park Ave/28*NEW*2BR+OFFICE*ELEVATOR,29826874,Manhattan,10016,40.74276098794378,-73.98482918532821,Entire home/apt,2.0,,399.0,37,95.0,6,1.0,4.0,1.0
4384,9026474,UWS 1 BR/High Ceilings/Central Park,4619655,Manhattan,10024,40.78486514475514,-73.97540309272092,Entire home/apt,1.0,,125.0,0,,2,1.0,1.0,1.0
4385,13745079,"Stylish, Comfy 2 Bdr in East Village",80488592,Manhattan,10009,40.734284783421714,-73.97939995872778,Entire home/apt,2.0,,200.0,0,,3,1.0,2.0,1.0
4388,12827518,Spacious Loft in Midtown,14133521,Manhattan,10016,40.75088100539146,-73.98230982724091,Entire home/apt,0.0,,200.0,12,94.0,2,1.0,1.0,1.0
4389,9157504,曼哈顿上西区比邻哥伦比亚大学一室一厅可住2-3人温馨小屋,47672492,Manhattan,10025,40.80446732134382,-73.96621176112608,Private room,1.0,,120.0,0,,3,1.0,2.0,1.0
4392,15580027,"Central Park/UES high rise 3bd, 1.5",100374442,Manhattan,10029,40.79759621864745,-73.94823439816851,Private room,1.0,,50.0,0,,1,1.5,1.0,1.0
4393,4848397,2000 sq. ft. Apt. w/ Private Deck!,8107868,Manhattan,10014,40.73053869244409,-74.00196529012027,Private room,1.0,,149.0,8,89.0,2,1.0,1.0,1.0
4394,14007158,Washington Heights Walk Thru Room,83721134,Manhattan,10032,40.84224213286896,-73.93894476771949,Shared room,1.0,,80.0,0,,2,1.0,1.0,1.0
4395,2210663,"Luxury Modern Spacious 1BR,1 block to subway",6447944,Manhattan,10025,40.795576581687115,-73.96968648490457,Entire home/apt,1.0,,175.0,7,94.0,2,1.0,1.0,1.0
4396,6536047,Harlem Masterpiece Historic BLDG,1611508,Manhattan,10039,40.82326648743843,-73.94013991351146,Entire home/apt,1.0,,185.0,0,,4,1.0,1.0,1.0
4397,9157483,Sunny and cozy holidays flat,4389871,Manhattan,10028,40.773597972891935,-73.95501777628239,Entire home/apt,1.0,,130.0,0,,2,1.0,1.0,2.0
4398,15973209,Curtained Living Space,27340661,Manhattan,10030,40.81571372896008,-73.9475173243222,Shared room,1.0,,70.0,0,,3,1.0,2.0,1.0
4399,1162059,Sunny UWS Studio,5221598,Manhattan,10024,40.78769643658314,-73.97784116406406,Entire home/apt,1.0,,200.0,12,98.0,3,1.0,1.0,1.0
4400,9812815,Massive Bedroom in Charming Apt in West Village!,2520433,Manhattan,10014,40.73667704200562,-74.00201381259257,Shared room,1.0,,99.0,0,,2,1.0,1.0,1.0
4401,2116059,Renting apt for a weekend getaway,10788865,Manhattan,10032,40.834540673235004,-73.94224168539263,Entire home/apt,1.0,,100.0,83,85.0,2,1.0,1.0,1.0
4403,15842122,Cozy Studio in Upper East Side,44682389,Manhattan,10028,40.7783610111439,-73.96032045919212,Entire home/apt,0.0,,185.0,0,,2,1.0,1.0,1.0
4405,2079540,Charming Bedroom in Upper Manhattan,10625044,Manhattan,10034,40.868000589753386,-73.92143139471459,Private room,1.0,,72.0,32,93.0,2,1.0,1.0,1.0
4407,2210615,Beautiful & Spacious Chelsea Apartment,11276922,Manhattan,10011,40.74047023584999,-73.99507747669331,Entire home/apt,2.0,,225.0,2,100.0,4,1.0,2.0,1.0
4408,15973163,MEATPACKING/ CHELSEA BEST LOCATION WONDERFUL 2BD,81358857,Manhattan,10011,40.73981416364007,-74.0007823329437,Entire home/apt,2.0,,399.0,4,100.0,6,1.0,3.0,3.0
4409,768797,2 Story Upper West Side Apartment,2115753,Manhattan,10025,40.794396178728725,-73.97020475888577,Entire home/apt,2.0,,319.0,28,96.0,6,1.5,2.0,1.0
4410,980098,Quiet ST MARK'S PLACE ARTIST'S GEM,5364702,Manhattan,10003,40.72657617478496,-73.98907229647777,Entire home/apt,1.0,,185.0,25,96.0,2,1.0,1.0,1.0
4411,506629,Manhattan Lux 24Hr Security Subway,558466,Manhattan,10030,40.81684742924696,-73.94623928499892,Private room,1.0,,100.0,45,94.0,2,2.0,1.0,1.0
4415,346579,NYC Lower East Side 1 BR + office ,1757016,Manhattan,10002,40.71741513519956,-73.98312735348875,Entire home/apt,1.0,,135.0,2,100.0,2,1.0,1.0,2.0
4416,9943801,3BR / 1BA apt in Midtown Manhattan,42993745,Manhattan,10022,40.75611260878142,-73.96833763188992,Entire home/apt,3.0,,140.0,0,,8,1.0,3.0,1.0
4417,9943776,Feel Home at Upper West Side NYC!,37441611,Manhattan,10024,40.78469313422717,-73.97380408583162,Private room,1.0,,320.0,29,88.0,6,1.0,3.0,1.0
4418,15842028,"pristine, quiet UES apt next to Central Park #cozy",1559884,Manhattan,10028,40.78253307362056,-73.95869861015882,Entire home/apt,1.0,,150.0,1,100.0,3,1.0,1.0,1.0
4420,5880532,Cozy Studio for single or couple,30537511,Manhattan,10031,40.82615618703843,-73.94373243489865,Entire home/apt,0.0,,85.0,37,95.0,2,1.0,1.0,1.0
4424,4831965,"Spacious, Bright, Pre-War 1 Bedroom",16481557,Manhattan,10012,40.727905900308855,-74.0015391712088,Entire home/apt,1.0,,250.0,10,98.0,2,1.0,1.0,1.0
4425,2773698,Spacious and Clean Chelsea 1 Bdrm!,8341543,Manhattan,10011,40.7418264352802,-73.99813678293056,Entire home/apt,1.0,,180.0,4,95.0,2,1.0,1.0,1.0
4426,9288411,Heart of St Marks 2 Bedroom,6640038,Manhattan,10003,40.727892351234566,-73.98756070260616,Entire home/apt,2.0,,350.0,0,,4,1.0,2.0,1.0
4429,6926686,CLEAN and COMFY room avail in SoHo!,4667102,Manhattan,10013,40.718499623472376,-73.99805332529883,Private room,1.0,,95.0,1,100.0,1,1.0,1.0,1.0
4430,7450973,Fully Furnished One Bedroom on LEX,39022315,Manhattan,10021,40.77128784623885,-73.9610015744497,Entire home/apt,1.0,,225.0,5,84.0,2,1.0,2.0,1.0
4433,12169535,Charming Studio,24350734,Manhattan,10011,40.741449704634014,-74.00234831430572,Entire home/apt,0.0,,160.0,1,100.0,3,1.0,2.0,3.0
4434,9810235,Tribeca Loft,50539403,Manhattan,10013,40.71819013141307,-74.00833178206283,Entire home/apt,2.0,,500.0,0,,3,2.0,2.0,1.0
4439,4174115,Spacious Soho Loft,5739699,Manhattan,10012,40.72440423898315,-73.99762623423501,Entire home/apt,2.0,,500.0,3,93.0,6,1.0,2.0,1.0
4441,8630560,Romantic 2-Bedroom UWS Charmer!,33200173,Manhattan,10024,40.78709401430695,-73.97755211135737,Entire home/apt,2.0,,199.0,5,96.0,4,1.0,2.0,1.0
4443,8251209,Comfy Private room full size bed,41334117,Manhattan,10002,40.71767802810784,-73.99100455029273,Private room,1.0,,250.0,0,,2,1.0,1.0,2.0
4444,7844117,Gorgeous bright 2BR 1BA LES NYC,41334117,Manhattan,10002,40.71729679165683,-73.99016208409884,Entire home/apt,2.0,,295.0,11,91.0,4,1.0,2.0,2.0
4446,1552576,MIDTOWN LARGE STUDIO!(5 AVENUE),3371507,Manhattan,10022,40.756343306901634,-73.97039482743969,Entire home/apt,1.0,,150.0,103,80.0,6,1.0,3.0,1.0
4447,1683731,Ultra Luxe 2 Bed Apt in Manhattan,6505495,Manhattan,10035,40.800706213036605,-73.94291895568384,Entire home/apt,2.0,,225.0,0,,4,2.0,2.0,1.0
4448,4605997,Murray Hill One Bedroom Apt,23867226,Manhattan,10016,40.745823511456706,-73.97992812531473,Entire home/apt,1.0,,175.0,14,92.0,2,1.0,1.0,1.0
4449,3911950,1BR Steps Away from Riverside Park,576909,Manhattan,10025,40.80117768528685,-73.96944109913099,Entire home/apt,1.0,,300.0,8,100.0,2,1.0,1.0,1.0
4451,3518682,Beautiful Room in Park-Side Apt,5407403,Manhattan,10040,40.86175540654718,-73.93081780476129,Private room,1.0,,80.0,47,94.0,2,1.0,1.0,1.0
4452,15969106,2nd Ave and 58th st - 1 Bedroom - Sleeps upto 4,103718449,Manhattan,10022,40.7595654910283,-73.96416388086669,Entire home/apt,1.0,,165.0,0,,4,1.0,4.0,1.0
4454,15446247,A cozy place,96085270,Manhattan,10026,40.803986407634824,-73.95794029632188,Private room,1.0,,100.0,3,100.0,2,1.5,1.0,1.0
4458,8761546,Modern 2 bedroom APT in West Harlem,45944835,Manhattan,10030,40.81477574973575,-73.94633549746003,Private room,1.0,,70.0,1,100.0,2,2.0,1.0,1.0
4459,9810125,Gorgeous 1 BDR in Midtown West NYC,7454115,Manhattan,10019,40.764194835123575,-73.98586675211003,Private room,1.0,,75.0,2,100.0,2,1.0,1.0,1.0
4462,8237244,Charming Studio + Private Balcony,38363621,Manhattan,10003,40.72764599634621,-73.98634246031186,Entire home/apt,1.0,,185.0,13,98.0,2,1.0,1.0,1.0
4465,110739,Central Chelsea Loft (DISCOUNT for long stays),568568,Manhattan,10001,40.745031431966964,-73.98876424736517,Entire home/apt,0.0,,174.0,44,98.0,3,1.0,2.0,6.0
4466,1683622,Beautiful one-bedroom close to Soho,4003744,Manhattan,10003,40.72963515957211,-73.99433179195773,Entire home/apt,1.0,,300.0,6,100.0,3,1.0,1.0,1.0
4468,291746,Charming West Village Apartment,1511323,Manhattan,10014,40.7310725484485,-74.00269427098848,Entire home/apt,1.0,500.0,160.0,22,95.0,2,1.0,1.0,1.0
4469,13217943,"Cozy, Clean 1 BR close to Lincoln Ctr/Central Park",2397479,Manhattan,10023,40.774763614290364,-73.98328550067319,Private room,1.0,,125.0,17,99.0,2,1.0,1.0,1.0
4471,5353612,Beautiful private suite-like 2FL apt. West Village,9350960,Manhattan,10014,40.734329443053646,-74.00587642872442,Entire home/apt,1.0,,250.0,22,100.0,2,1.0,2.0,1.0
4474,15183996,Apartment in Central Park,37072479,Manhattan,10026,40.80006778223288,-73.95285789235112,Entire home/apt,1.0,,150.0,0,,4,1.0,1.0,1.0
4475,7975020,"Spacious, Clean, & Comfortable Room",41491599,Manhattan,10032,40.84120673208079,-73.93806124709121,Private room,1.0,,70.0,27,90.0,4,1.0,2.0,1.0
4477,11120746,Huge Modern Sunny floor-thru East Village 1BR,57566190,Manhattan,10009,40.72456943461295,-73.97894437236553,Private room,1.0,,210.0,2,100.0,4,1.0,1.0,1.0
4479,4829281,Private Rm w. Queen Bed near train,3301768,Manhattan,10032,40.835093952329935,-73.9428775791893,Private room,1.0,,70.0,1,20.0,2,1.0,1.0,1.0
4480,15839315,Brand new lux 1BR @ prime location!,2732501,Manhattan,10003,40.7321417887324,-73.98637135019135,Entire home/apt,1.0,,176.0,2,100.0,3,1.0,1.0,1.0
4485,2207797,Clean and cozy 1BD in East Village,1421719,Manhattan,10009,40.72563676792657,-73.9795861582698,Entire home/apt,1.0,,220.0,5,92.0,2,1.0,1.0,1.0
4486,10334259,East Village Apartment Bedroom,25719102,Manhattan,10003,40.731358404211385,-73.983010139015,Private room,1.0,,150.0,0,,2,1.0,1.0,1.0
4488,12955683,Great location Apt,35664632,Manhattan,10025,40.80031483973259,-73.96630915835793,Private room,1.0,,9998.0,2,60.0,1,1.0,1.0,1.0
4490,7581727,SOHO LUXURIOUS LOFTED STUDIO,27921486,Manhattan,10012,40.72487323242553,-73.99858188345436,Entire home/apt,0.0,,350.0,0,,2,1.0,1.0,1.0
4494,4829195,2700 sq/ft Amazing Tribeca Loft,19348216,Manhattan,10007,40.71430370193564,-74.00754082944515,Entire home/apt,3.0,,888.0,0,,8,2.5,4.0,1.0
4497,10334203,"Spacious, Airy + Beautiful LES Apt",14018796,Manhattan,10002,40.72239243054093,-73.99167942668255,Entire home/apt,1.0,,250.0,1,100.0,2,1.0,1.0,1.0
4498,1290208,Live like a real New Yorker!,7016230,Manhattan,10002,40.71910213882881,-73.98865851096909,Entire home/apt,1.0,,150.0,60,91.0,2,1.0,1.0,1.0
4499,7581690,Spacious 2 Bedroom Apt,62791,Manhattan,10027,40.81208005720005,-73.95096851167685,Entire home/apt,2.0,,125.0,1,100.0,4,1.0,2.0,1.0
4504,15970276,"Luxury 1BR in Times Square ""Urban Oasis""",12201187,Manhattan,10036,40.761199039906074,-73.98631198122591,Entire home/apt,1.0,,400.0,1,100.0,4,1.0,2.0,1.0
4505,15970284,"Spacious, sunny private room in Manhattan Condo",103732657,Manhattan,10016,40.743913529237815,-73.97425465453384,Private room,1.0,,95.0,0,,2,1.0,1.0,1.0
4506,15708125,Bright 1BR in Luxury Apt (close to Columbia U),92959490,Manhattan,10025,40.80320870872817,-73.9625498781143,Entire home/apt,1.0,,155.0,1,,2,1.0,2.0,1.0
4507,13217755,Large Bedroom on upper west/columbia,47896181,Manhattan,10025,40.80125375723129,-73.96529147052007,Private room,1.0,,90.0,3,20.0,2,1.0,1.0,1.0
4509,9023443,Washington Square Park Apartment,26060194,Manhattan,10012,40.72934854013272,-73.99873827865423,Entire home/apt,1.0,,188.0,2,100.0,2,1.0,1.0,1.0
4510,14397396,Lots of light Upper East Side Apartment.,8116703,Manhattan,10075,40.77315203884249,-73.95848030542156,Entire home/apt,1.0,,210.0,0,,4,1.0,2.0,1.0
4511,5326835,Beautiful 2BR Apt by Time Sq + private living room,27600265,Manhattan,10036,40.758774182527695,-73.99136921530523,Entire home/apt,3.0,,350.0,51,89.0,5,1.0,3.0,1.0
4512,10072007,Large midtown apartment with patio,219524,Manhattan,10016,40.751255940481784,-73.9813111874021,Entire home/apt,1.0,,195.0,0,,2,1.0,1.0,1.0
4513,8105926,"Beautiful, Clean, & Airy Room on Upper West Side",1821716,Manhattan,10025,40.80094436176744,-73.96648045095392,Private room,1.0,,100.0,9,93.0,2,1.0,1.0,1.0
4514,4173764,Family-friendly Dream NYC Apartment,6071012,Manhattan,10010,40.73802180928427,-73.98502638735965,Entire home/apt,3.0,,400.0,2,90.0,6,2.0,3.0,1.0
4515,9411914,Great room in Greenwich Village!,17234494,Manhattan,10014,40.7331870669971,-74.00225159634081,Private room,1.0,,65.0,2,90.0,2,1.0,1.0,1.0
4516,15314876,Luxury 1BR suite in Midtown Manhattan,14451590,Manhattan,10019,40.764938780247924,-73.98528237942791,Entire home/apt,1.0,,289.0,1,100.0,3,1.0,2.0,1.0
4523,9540147,Cozy Southern Getaway (Entire Home),46477226,Manhattan,10024,40.785493288621396,-73.97245766775866,Entire home/apt,1.0,,200.0,6,96.0,2,1.0,2.0,1.0
4526,291728,"Sunny,cozy,quiet studio in Nolita",1457410,Manhattan,10013,40.7200381464352,-73.99710116073362,Entire home/apt,0.0,250.0,98.0,16,96.0,2,1.0,1.0,1.0
4527,1552006,Cool Room with East Village Charm,8265873,Manhattan,10003,40.7316845135652,-73.98467653919242,Private room,1.0,,80.0,8,98.0,1,1.0,1.0,1.0
4530,13741686,"2 bedroom, 1st floor apt in the village",1818722,Manhattan,10011,40.73489823669379,-73.99552154261755,Entire home/apt,2.0,,200.0,3,90.0,5,1.0,2.0,1.0
4532,8236660,Large & Cozy Manhattan LES 2BR Apt,8332684,Manhattan,10002,40.71867572148888,-73.99036007151247,Entire home/apt,2.0,,208.0,1,100.0,4,1.0,3.0,1.0
4536,13479511,Studio in NY for YOU,25168709,Manhattan,10065,40.761843451030224,-73.95690054590908,Entire home/apt,0.0,,150.0,10,94.0,3,1.0,2.0,2.0
4541,12783457,Hudson River Views at the High Line,34131532,Manhattan,10001,40.75126474678272,-74.00310525495124,Entire home/apt,0.0,,239.0,32,94.0,3,1.0,2.0,1.0
4545,16030982,Sunny Room in Hamilton Heights,18123227,Manhattan,10031,40.83006121378936,-73.94288555408913,Private room,1.0,,65.0,0,,1,1.5,1.0,1.0
4547,6287961,East Village Oasis,4405241,Manhattan,10009,40.73112463710429,-73.98364172362787,Entire home/apt,2.0,,250.0,3,100.0,3,1.0,2.0,1.0
4548,9416198,Beautiful private space in an Awesome Location,48823036,Manhattan,10022,40.754518771654276,-73.96767102649656,Entire home/apt,0.0,,160.0,35,75.0,4,1.0,2.0,1.0
4549,12955144,Big room in upper Manhattan!,71199205,Manhattan,10040,40.85439523823929,-73.92947858575369,Private room,1.0,,85.0,16,81.0,2,1.0,1.0,1.0
4552,12561923,Sunny Harlem,17161799,Manhattan,10031,40.82971079745764,-73.94509303289445,Private room,1.0,,60.0,0,,1,1.0,1.0,1.0
4553,4304369,1BR East Village/Alphabet City,7071188,Manhattan,10009,40.72400863505745,-73.98015254799198,Entire home/apt,1.0,,130.0,24,91.0,2,1.0,1.0,1.0
4554,1814010,"Large, Private 1BR in Noho/Nolita/Soho",3257486,Manhattan,10012,40.726439926824284,-73.99229745726592,Entire home/apt,1.0,,175.0,11,95.0,3,1.0,1.0,1.0
4559,15314404,Private Room in Luxury High-Rise near Times Square,3265382,Manhattan,10036,40.75794239838064,-73.99228579942789,Private room,1.0,,200.0,0,,2,1.0,1.0,1.0
4560,13217241,"Neat, renovated 1BR in Soho/Nolita",74130179,Manhattan,10012,40.7242643483013,-73.9953483156402,Entire home/apt,1.0,,275.0,4,95.0,3,1.0,1.0,1.0
4563,1551816,"Huge, sunny Village 1BR on the park",8264867,Manhattan,10011,40.73316616527975,-73.99903119187054,Entire home/apt,1.0,,328.0,21,97.0,2,1.0,1.0,1.0
4565,10338678,Large living Room holds 4,53170213,Manhattan,10030,40.81857725092629,-73.94767993794531,Shared room,1.0,,60.0,15,91.0,4,1.0,2.0,2.0
4566,10333643,1 bedroom home on tree lined block,53170213,Manhattan,10030,40.81892493617928,-73.94621857635553,Entire home/apt,1.0,0.0,195.0,14,96.0,10,1.0,4.0,2.0
4568,8760775,Lexington Avenue Luxury Condominium,45941254,Manhattan,10016,40.7493999719911,-73.9782264510214,Private room,1.0,,111.0,4,95.0,1,1.0,1.0,1.0
4569,4435398,Quiet 1BR Haven in the LES,1513051,Manhattan,10002,40.72112535607411,-73.990676637102,Entire home/apt,1.0,,100.0,3,80.0,2,1.0,1.0,1.0
4570,896443,Beautiful Apartment in Midtown NYC!,4779916,Manhattan,10019,40.76185663360262,-73.98945993914899,Entire home/apt,1.0,,140.0,33,97.0,2,1.0,1.0,1.0
4572,2076101,Cozy 1BR in Morningside Heights,10610482,Manhattan,10027,40.81232777376738,-73.9610064541231,Entire home/apt,1.0,,80.0,1,100.0,4,1.0,1.0,1.0
4576,9684309,Private space on upper east side!,44869463,Manhattan,10128,40.78009711953498,-73.95283838953421,Shared room,1.0,,110.0,3,100.0,1,1.0,1.0,1.0
4581,14502487,Modern Luxury Studio near Wall Street,9418038,Manhattan,10038,40.70551148760018,-74.00681302287956,Entire home/apt,0.0,,145.0,7,87.0,2,1.0,1.0,1.0
4582,13876770,Cute Harlem Studio- Enjoy NYC this Summer!,70682499,Manhattan,10027,40.80935469862831,-73.9454880136598,Entire home/apt,0.0,,125.0,0,,2,1.0,1.0,1.0
